"","width","SRR1532959","SRR1532960","SRR1532961","SRR1532962","SRR1532963","SRR1532964"
"WBGene00001627",2070,4,2,11,7,64,44
"WBGene00001628",2293,3744,2902,4195,4290,7225,10105
"WBGene00001629",2282,883,721,985,658,1548,1631
"WBGene00001630",2633,3445,2348,3570,2867,5654,6222
"WBGene00001631",2803,43,9,48,26,65,37
"WBGene00001632",2165,5145,2624,5604,3344,9902,9106
"WBGene00001633",1301,4,5,41,22,53,39
"WBGene00001635",2290,3395,3091,5141,5111,9882,12599
"WBGene00001636",1965,319,93,352,157,555,530
"WBGene00001637",2309,330,221,524,270,805,582
"WBGene00001638",1715,660,189,277,165,1559,1376
"WBGene00001639",1410,127,7,108,97,299,183
"WBGene00001640",1356,0,0,0,0,0,0
"WBGene00001641",1263,0,0,0,0,0,0
"WBGene00001642",1176,0,0,0,0,0,0
"WBGene00001643",1485,0,0,1,0,0,8
"WBGene00001644",1623,0,0,0,0,0,0
"WBGene00001645",1878,9950,6121,13080,8585,19505,16488
"WBGene00001646",498,27,43,53,23,114,52
"WBGene00001647",1132,8749,7878,12175,8595,21630,18876
"WBGene00001648",2020,7113,3487,5011,2543,9884,6855
"WBGene00001649",1950,973,932,1524,1292,2444,2954
"WBGene00001650",7866,2,0,10,4,6,12
"WBGene00001651",6829,2540,387,4887,1822,6134,4139
"WBGene00001653",4094,8964,2585,13297,8246,21203,20420
"WBGene00001660",2958,1883,368,2362,1276,3545,2674
"WBGene00001661",1196,2486,2161,3765,2736,6157,6097
"WBGene00001662",1521,4456,4761,6346,4206,10447,8726
"WBGene00001663",1326,45,66,115,83,166,149
"WBGene00001664",1428,0,0,0,0,0,4
"WBGene00001665",1582,0,0,0,0,1,10
"WBGene00001666",1909,89,75,141,84,147,151
"WBGene00001667",1158,0,0,0,0,0,0
"WBGene00001668",1564,0,0,0,0,0,0
"WBGene00001669",1551,71,11,39,48,164,128
"WBGene00001670",1295,0,0,0,0,0,17
"WBGene00001671",3153,0,0,0,0,1,0
"WBGene00001672",1282,0,0,0,0,20,3
"WBGene00001673",1835,0,0,6,0,7,0
"WBGene00001674",1330,0,0,5,6,0,8
"WBGene00001675",1414,0,0,0,0,1,0
"WBGene00001676",1370,5,0,10,4,11,12
"WBGene00001677",1242,13,16,12,11,31,35
"WBGene00001678",2595,301,261,279,197,1456,1207
"WBGene00001679",2459,2181,1877,1404,855,2399,2453
"WBGene00001680",1437,312,381,645,407,1085,796
"WBGene00001681",853,0,0,0,0,0,48
"WBGene00001682",365,995,1543,1787,1068,3172,2683
"WBGene00001683",1121,26330,31657,57619,39160,107755,78408
"WBGene00001684",1152,2373,3040,4923,3170,7603,6376
"WBGene00001685",1155,1565,1936,3204,2024,5298,4116
"WBGene00001686",1131,10783,11828,33110,19466,56455,39052
"WBGene00001687",1835,6,0,9,7,73,26
"WBGene00001688",1692,671,233,1378,760,2248,1666
"WBGene00001689",1680,863,478,1899,1074,2842,1955
"WBGene00001690",3817,0,0,0,0,0,1
"WBGene00001691",3133,0,0,0,0,0,0
"WBGene00001692",691,0,0,0,0,0,147
"WBGene00001693",766,0,0,0,0,0,42
"WBGene00001694",524,0,0,0,0,1,41
"WBGene00001695",1994,0,0,0,0,0,0
"WBGene00001696",1370,25,22,85,49,110,81
"WBGene00001697",1191,1,0,0,0,3,1
"WBGene00001698",1993,0,0,0,0,0,3
"WBGene00001699",633,0,0,1,0,0,15
"WBGene00001700",3134,2,0,3,10,28,14
"WBGene00001701",1127,0,0,0,0,0,0
"WBGene00001702",611,0,0,0,0,0,0
"WBGene00001703",598,0,0,0,0,0,0
"WBGene00001704",682,26,16,19,11,137,62
"WBGene00001705",1327,0,0,0,1,0,0
"WBGene00001706",557,0,0,0,0,0,0
"WBGene00001707",3039,11,9,12,4,20,19
"WBGene00001708",2852,3519,1177,3631,1549,5471,3954
"WBGene00001709",2742,138,28,153,72,434,365
"WBGene00001710",1204,5,4,14,4,27,23
"WBGene00001711",1269,32,29,48,31,108,53
"WBGene00001712",1031,0,0,0,0,0,9
"WBGene00001713",822,7,0,0,0,1,0
"WBGene00001714",882,0,0,0,0,0,0
"WBGene00001715",800,0,0,0,0,0,0
"WBGene00001716",1188,0,0,0,0,0,0
"WBGene00001717",775,0,0,0,0,0,0
"WBGene00001718",1062,0,0,0,0,0,0
"WBGene00001719",972,23,38,65,43,107,56
"WBGene00001720",501,0,0,0,0,4,0
"WBGene00001721",700,0,0,1,0,0,1
"WBGene00001722",883,0,0,0,1,2,0
"WBGene00001723",1521,0,0,0,0,0,5
"WBGene00001724",972,0,0,3,0,0,0
"WBGene00001725",1680,0,0,0,1,0,0
"WBGene00001726",1342,8,9,23,16,38,15
"WBGene00001727",1404,12,5,51,20,95,55
"WBGene00001728",556,0,0,3,0,0,0
"WBGene00001729",743,0,0,0,0,0,0
"WBGene00001730",675,0,0,0,0,0,0
"WBGene00001731",593,0,0,5,2,7,4
"WBGene00001732",1331,0,0,0,0,2,45
"WBGene00001733",487,0,0,0,0,0,0
"WBGene00001734",2907,0,0,2,4,0,2
"WBGene00001735",619,4,14,6,3,22,22
"WBGene00001736",491,4,0,2,0,5,0
"WBGene00001737",420,0,0,0,0,0,0
"WBGene00001738",519,0,0,0,1,0,0
"WBGene00001739",423,0,0,0,0,0,0
"WBGene00001740",1390,754,265,1325,715,2518,1601
"WBGene00001743",1618,6709,2963,8983,6818,12647,13437
"WBGene00001744",2379,11223,7709,16133,12386,25393,25675
"WBGene00001745",1640,1,0,0,0,0,1
"WBGene00001746",2172,1183,1558,920,761,1809,1857
"WBGene00001747",1785,5552,5212,3794,3242,7385,7306
"WBGene00001748",1614,4811,3315,6131,3911,8868,7304
"WBGene00001749",749,5895,7855,7451,4873,20235,15501
"WBGene00001750",1203,0,0,0,0,0,1
"WBGene00001751",722,0,0,0,0,2,9
"WBGene00001752",731,0,0,0,0,0,7
"WBGene00001753",725,36,70,74,45,143,110
"WBGene00001754",766,1,0,1,0,1,7
"WBGene00001755",745,14278,25338,23771,17240,49369,40222
"WBGene00001756",712,0,1,7,5,6,3
"WBGene00001757",712,1,0,2,0,9,13
"WBGene00001758",719,2,0,3,0,6,6
"WBGene00001759",807,3,0,12,4,0,28
"WBGene00001760",861,37,22,43,36,157,152
"WBGene00001761",780,0,0,5,0,0,2
"WBGene00001762",705,0,5,0,0,0,0
"WBGene00001763",756,8,21,21,5,36,30
"WBGene00001764",700,98,135,94,62,294,288
"WBGene00001765",1085,0,0,0,0,0,0
"WBGene00001766",594,0,0,0,0,0,0
"WBGene00001767",668,0,0,0,0,0,0
"WBGene00001768",817,131,264,232,168,464,365
"WBGene00001769",960,13,23,21,11,33,43
"WBGene00001770",724,0,0,0,0,0,1
"WBGene00001771",700,0,0,0,0,0,0
"WBGene00001772",739,2,0,0,0,1,0
"WBGene00001773",683,1,0,6,2,10,11
"WBGene00001774",688,0,0,1,0,5,0
"WBGene00001775",742,0,0,1,0,3,0
"WBGene00001776",764,0,1,0,0,0,0
"WBGene00001777",697,3,10,1,2,0,3
"WBGene00001778",734,16,0,24,29,67,35
"WBGene00001779",693,0,20,8,2,0,1
"WBGene00001780",666,15,11,6,8,35,14
"WBGene00001781",797,0,0,0,0,0,0
"WBGene00001782",729,0,0,0,0,0,0
"WBGene00001783",770,0,0,3,2,4,9
"WBGene00001784",757,1,1,0,0,0,19
"WBGene00001785",630,0,0,0,0,0,0
"WBGene00001786",852,0,0,0,0,0,11
"WBGene00001787",702,54,68,66,34,131,76
"WBGene00001788",891,0,0,7,3,8,35
"WBGene00001789",767,0,0,0,0,0,0
"WBGene00001790",1015,0,0,25,0,0,8
"WBGene00001791",693,216,135,220,162,401,386
"WBGene00001792",1020,124,150,172,69,297,183
"WBGene00001793",2451,6606,7090,5514,3723,10827,8898
"WBGene00001794",1568,294,1,196,134,389,502
"WBGene00001795",5275,0,0,0,0,0,0
"WBGene00001796",4413,0,0,0,0,0,26
"WBGene00001803",1540,0,0,0,0,0,85
"WBGene00001804",1564,40,12,125,25,206,43
"WBGene00001805",1322,0,0,1,2,0,1
"WBGene00001806",1311,0,0,0,0,0,6
"WBGene00001808",476,1487,3070,2833,1820,4557,3399
"WBGene00001811",2108,636,358,1094,674,1605,1812
"WBGene00001812",2557,1764,1676,3189,3623,3976,7665
"WBGene00001813",2210,4813,3783,5458,3756,8649,8187
"WBGene00001814",2537,13,6,21,24,87,47
"WBGene00001815",2583,4188,2797,5458,4252,10025,8172
"WBGene00001816",2136,421,703,685,707,1432,1581
"WBGene00001817",2923,298,97,335,161,418,450
"WBGene00001818",1902,0,0,0,0,0,0
"WBGene00001819",2674,39,9,51,37,124,142
"WBGene00001820",1685,81,1,105,29,79,81
"WBGene00001821",1785,0,0,0,1,0,1
"WBGene00001823",655,328,638,530,357,1215,1088
"WBGene00001824",4478,324,213,742,505,948,1071
"WBGene00001827",2790,7130,2621,10382,6449,16785,13228
"WBGene00001828",1938,6,0,5,0,0,0
"WBGene00001829",4666,9359,4238,8865,4970,15766,12335
"WBGene00001830",4018,12110,4107,15287,9460,27993,20057
"WBGene00001831",1014,4657,4938,7317,4554,13437,11209
"WBGene00001832",2704,5144,1864,9178,4357,16983,11299
"WBGene00001833",5298,13908,3024,19155,11088,31351,24438
"WBGene00001834",1839,11401,10421,10436,9029,15247,16345
"WBGene00001835",1677,2919,1817,4821,3492,7344,7198
"WBGene00001836",1730,4077,1884,7272,3614,11880,8211
"WBGene00001837",3622,348,186,366,213,726,688
"WBGene00001838",1650,1867,1833,2790,1626,4895,4178
"WBGene00001839",2811,0,0,0,0,1,0
"WBGene00001840",1838,43279,36844,52652,35411,85675,70473
"WBGene00001841",586,0,0,0,0,0,0
"WBGene00001842",1127,30,30,115,37,148,97
"WBGene00001843",1515,5,16,1,13,6,24
"WBGene00001844",2520,748,721,1484,858,1885,2289
"WBGene00001851",2960,2938,1683,2768,1439,3551,2661
"WBGene00001852",910,61,120,168,133,277,482
"WBGene00001853",756,3514,4014,6682,3426,11992,11180
"WBGene00001854",861,126,124,284,25,193,350
"WBGene00001855",955,19165,24533,28899,19923,61188,52938
"WBGene00001856",867,22003,22734,33570,21615,74223,56572
"WBGene00001857",802,0,5,39,6,45,21
"WBGene00001858",573,0,0,0,0,59,73
"WBGene00001859",1725,0,0,0,0,2,2
"WBGene00001860",4035,10621,4461,12038,8216,24009,19547
"WBGene00001862",1169,4895,5322,7945,5440,13596,11810
"WBGene00001863",16719,0,0,0,0,0,55
"WBGene00001864",1342,1033,712,1335,784,3079,2555
"WBGene00001865",3132,1985,724,2558,1726,5455,4484
"WBGene00001867",1254,3179,1946,4716,3938,7853,7928
"WBGene00001869",1596,5022,2175,7707,4856,14451,12484
"WBGene00001872",2627,2073,2518,3836,3245,5988,6659
"WBGene00001874",3094,10608,4173,12880,9016,20651,18116
"WBGene00001875",312,1,28,15,7,23,26
"WBGene00001876",411,9,34,29,19,81,87
"WBGene00001877",384,3,23,17,12,40,64
"WBGene00001878",372,5,16,11,6,35,32
"WBGene00001879",312,4,10,11,8,34,21
"WBGene00001880",411,18,41,72,50,163,129
"WBGene00001881",384,16,1,15,11,23,17
"WBGene00001882",372,23,18,37,24,49,52
"WBGene00001883",411,0,0,0,0,0,0
"WBGene00001884",312,0,0,0,0,1,0
"WBGene00001885",369,0,0,0,0,0,0
"WBGene00001886",384,0,0,0,0,0,0
"WBGene00001887",411,0,0,1,0,0,0
"WBGene00001888",312,0,0,0,0,0,0
"WBGene00001889",369,0,0,0,0,0,0
"WBGene00001890",384,0,0,0,0,0,0
"WBGene00001891",411,1,9,0,2,2,1
"WBGene00001892",312,1,2,9,4,7,13
"WBGene00001893",384,0,0,0,0,0,0
"WBGene00001894",372,0,0,0,0,0,0
"WBGene00001895",384,0,0,0,0,0,0
"WBGene00001896",372,0,0,0,0,0,0
"WBGene00001898",923,6,10,1686,1,9,371
"WBGene00001899",411,0,2,2,2,10,1
"WBGene00001900",312,0,0,0,0,3,3
"WBGene00001901",411,0,1,0,0,0,0
"WBGene00001902",312,1,0,0,0,0,0
"WBGene00001903",369,0,0,0,0,0,0
"WBGene00001904",384,0,2,0,0,0,2
"WBGene00001905",312,15,30,19,14,49,53
"WBGene00001906",411,90,183,196,115,460,367
"WBGene00001907",384,0,2,0,0,0,0
"WBGene00001908",369,1,0,1,0,0,1
"WBGene00001909",498,487,681,549,401,1352,1187
"WBGene00001910",698,886,1520,1637,885,3122,2617
"WBGene00001911",429,364,828,638,421,1124,1181
"WBGene00001912",312,3,41,18,26,63,51
"WBGene00001913",204,0,0,0,0,0,0
"WBGene00001914",411,72,71,152,90,303,233
"WBGene00001915",515,328,286,334,155,645,449
"WBGene00001916",411,0,4,3,5,15,3
"WBGene00001917",384,0,0,0,0,0,0
"WBGene00001918",369,1,2,0,0,2,0
"WBGene00001919",411,1,6,0,0,31,15
"WBGene00001920",312,0,6,1,0,2,5
"WBGene00001921",384,4,8,0,1,13,7
"WBGene00001922",372,61,106,90,42,202,179
"WBGene00001923",411,0,0,0,0,0,0
"WBGene00001924",312,0,0,0,0,0,0
"WBGene00001925",384,0,0,0,0,0,0
"WBGene00001926",372,0,0,0,0,0,0
"WBGene00001927",384,0,0,0,0,0,0
"WBGene00001928",372,0,0,0,0,0,0
"WBGene00001929",411,1,0,1,0,0,3
"WBGene00001930",312,0,1,0,0,3,2
"WBGene00001931",678,1207,520,1413,941,2673,2265
"WBGene00001932",372,0,0,0,0,0,1
"WBGene00001933",411,174,242,327,244,947,580
"WBGene00001934",312,214,300,288,189,726,583
"WBGene00001935",384,72,233,176,112,581,338
"WBGene00001936",372,156,351,288,166,557,557
"WBGene00001937",411,18,34,69,44,151,126
"WBGene00001938",312,16,23,30,17,116,103
"WBGene00001939",384,0,0,0,0,1,2
"WBGene00001940",372,0,2,2,0,0,0
"WBGene00001941",312,100,185,148,71,328,298
"WBGene00001942",384,606,874,1033,706,2446,1984
"WBGene00001943",384,4,1,1,1,6,0
"WBGene00001944",405,0,0,0,0,0,0
"WBGene00001945",591,199,273,316,200,631,566
"WBGene00001946",638,13966,17461,28508,17033,44459,37924
"WBGene00001947",141,0,1,2,1,1,0
"WBGene00001948",1196,48,20,160,39,191,96
"WBGene00001949",1665,5574,1305,7860,2692,10523,6025
"WBGene00001950",810,189,92,429,174,414,328
"WBGene00001951",801,22,0,1,0,4,0
"WBGene00001952",874,16,4,7,5,9,5
"WBGene00001953",880,0,0,0,0,0,4
"WBGene00001954",958,0,0,0,0,0,0
"WBGene00001955",2183,265,103,271,214,136,195
"WBGene00001956",498,0,0,0,0,0,0
"WBGene00001957",632,0,0,0,0,2,1
"WBGene00001958",692,40,38,106,37,122,153
"WBGene00001959",375,1,0,2,1,4,0
"WBGene00001960",704,0,0,5,8,11,17
"WBGene00001961",543,0,0,0,0,0,0
"WBGene00001962",629,0,0,0,0,0,2
"WBGene00001963",801,36,23,19,11,50,20
"WBGene00001964",1064,0,0,0,0,1,0
"WBGene00001965",793,0,0,1,1,0,0
"WBGene00001966",1036,0,0,0,0,0,0
"WBGene00001967",1047,0,0,0,0,0,3
"WBGene00001968",1047,0,3,0,0,4,0
"WBGene00001971",694,27032,28624,25728,16969,47277,38963
"WBGene00001972",1438,4972,3464,7040,4525,10339,8736
"WBGene00001973",2227,8054,4189,15003,9851,25456,24591
"WBGene00001974",2233,20482,5689,31094,15741,56571,38975
"WBGene00001975",808,2158,2250,2987,1979,6069,5898
"WBGene00001976",560,0,44,300,1,16,160
"WBGene00001977",1081,19007,30779,23504,15571,57752,46855
"WBGene00001978",4485,4235,2583,6635,4762,10562,12425
"WBGene00001979",2264,15159,6116,20109,7514,34173,16785
"WBGene00001980",9986,7724,4177,7784,5478,12214,12316
"WBGene00001981",990,210,43,296,147,701,569
"WBGene00001983",2685,6371,2395,8250,5754,13695,13165
"WBGene00001984",939,0,0,5,3,7,3
"WBGene00001985",1155,3887,2507,4611,2185,7494,4487
"WBGene00001986",1159,1,0,8,3,6,13
"WBGene00001987",1283,28,2,10,3,16,24
"WBGene00001988",759,1,0,7,0,0,16
"WBGene00001989",902,23,44,42,25,41,67
"WBGene00001990",693,0,0,0,1,0,11
"WBGene00001991",746,0,0,1,2,11,12
"WBGene00001992",783,0,0,2,0,2,1
"WBGene00001993",1381,0,0,25,4,2,0
"WBGene00001994",4176,2463,1253,2611,1837,4287,4602
"WBGene00001995",802,537,801,754,502,1278,1148
"WBGene00001996",1286,1924,2467,3057,1991,6632,5361
"WBGene00001997",1736,926,619,1641,1338,2953,3687
"WBGene00001998",1642,3834,3074,4798,3782,9253,9947
"WBGene00001999",1644,16592,16564,15719,10745,28912,26115
"WBGene00002000",2413,5511,4429,5261,3500,7811,8546
"WBGene00002001",1898,7510,6532,14077,10282,20391,17723
"WBGene00002002",599,4099,3904,7505,4933,10233,8446
"WBGene00002003",2338,6374,3309,7905,5624,10430,10440
"WBGene00002004",2478,6165,2538,5555,2637,9071,6802
"WBGene00002005",2073,50435,57027,33665,23840,78275,67695
"WBGene00002006",838,0,2,0,0,2,0
"WBGene00002007",2666,26895,16614,28853,19845,42348,47485
"WBGene00002008",2232,28683,17861,27563,19586,52865,43648
"WBGene00002010",2460,5180,4661,6704,4466,10519,11001
"WBGene00002011",518,14,12,11,13,113,58
"WBGene00002012",665,0,0,0,0,0,28
"WBGene00002013",769,0,0,3,2,3,194
"WBGene00002015",438,0,1,0,0,0,0
"WBGene00002016",578,0,0,0,3,37,16
"WBGene00002017",476,0,0,0,0,2,4
"WBGene00002018",640,3,0,0,0,48,22
"WBGene00002019",432,0,0,0,0,2,0
"WBGene00002020",432,0,0,0,0,0,1
"WBGene00002021",560,0,0,0,0,0,6
"WBGene00002023",1134,29,33,80,31,159,286
"WBGene00002024",1385,0,0,0,0,0,9
"WBGene00002025",2121,8033,9852,5771,5594,13121,17011
"WBGene00002026",2057,4,0,0,0,26,31
"WBGene00002027",4022,21139,8174,21978,14032,38473,28335
"WBGene00002028",2749,5795,1765,6470,3825,10694,8571
"WBGene00002029",1395,1133,497,2065,1093,2857,2269
"WBGene00002030",1033,12,17,9,4,12,11
"WBGene00002031",1321,2462,1683,3177,2022,5462,3881
"WBGene00002032",1229,5950,6183,8173,5365,14066,10911
"WBGene00002033",1237,2654,3796,4256,3227,6980,6582
"WBGene00002034",2342,6690,3157,10070,6753,18681,15256
"WBGene00002035",3537,2072,1690,2187,2775,5515,6425
"WBGene00002036",6108,4456,1454,5211,3224,8687,6545
"WBGene00002037",8744,0,0,33,12,48,44
"WBGene00002038",3332,163,80,137,123,179,222
"WBGene00002039",6598,0,0,0,0,2,0
"WBGene00002040",5696,90,85,82,64,236,175
"WBGene00002041",3918,0,0,0,0,20,6
"WBGene00002042",922,1186,1118,1727,1021,3519,2664
"WBGene00002043",1485,6238,4865,9672,5662,13506,11334
"WBGene00002044",1484,513,383,365,204,877,609
"WBGene00002045",891,22412,30808,30612,22787,60291,59595
"WBGene00002046",839,2842,2538,4680,3286,8383,7465
"WBGene00002047",2076,9855,4791,13080,6040,23435,17225
"WBGene00002048",2591,0,0,5,1,1,60
"WBGene00002050",2237,0,21,0,2,5,38
"WBGene00002051",2061,0,0,0,3,7,0
"WBGene00002052",2035,5,10,8,3,43,135
"WBGene00002053",2243,32,3,14,13,52,54
"WBGene00002054",1908,0,0,0,0,0,26
"WBGene00002055",1680,0,0,0,0,0,2
"WBGene00002056",5016,0,0,3,0,0,81
"WBGene00002057",1927,0,0,0,0,0,8
"WBGene00002058",1513,5,0,4,3,0,46
"WBGene00002059",995,5119,8982,6407,4467,15125,12728
"WBGene00002060",835,1665,2317,1944,1184,4343,3302
"WBGene00002061",1118,3521,5495,3031,2225,4581,4027
"WBGene00002062",850,325,241,431,157,905,384
"WBGene00002063",850,218,307,273,162,779,633
"WBGene00002064",674,7739,15049,9265,6668,23708,20088
"WBGene00002065",1013,421,688,510,237,957,1572
"WBGene00002066",4669,2913,1797,4616,2452,17348,13342
"WBGene00002067",2553,8,0,0,1,0,2
"WBGene00002068",885,17134,17490,19928,13061,40663,31052
"WBGene00002069",2011,0,2,0,0,5,0
"WBGene00002070",1754,11340,6704,10714,7262,15657,14399
"WBGene00002071",1324,2242,2142,3757,2544,6188,5041
"WBGene00002072",1929,7653,3574,12594,7447,16962,14120
"WBGene00002073",1803,38958,35721,47647,32345,84584,69866
"WBGene00002074",2614,7807,5696,6854,4507,10091,8070
"WBGene00002075",3507,6512,2973,5559,3240,7433,6309
"WBGene00002076",3238,10701,5980,16509,10736,21811,20123
"WBGene00002077",3710,28549,20776,31503,23311,52816,51230
"WBGene00002078",4329,19466,7481,13822,8449,22700,19653
"WBGene00002079",3093,13614,10043,15564,9433,24442,21479
"WBGene00002080",3410,6149,2566,9263,6505,11654,12132
"WBGene00002081",3773,2343,1113,3198,2240,4576,4085
"WBGene00002083",1580,27005,28473,24500,16050,39623,31546
"WBGene00002084",803,0,0,0,0,7,6
"WBGene00002085",579,0,0,0,0,0,3
"WBGene00002086",589,0,0,0,0,0,0
"WBGene00002087",585,0,0,0,0,0,0
"WBGene00002088",866,18,21,12,10,17,19
"WBGene00002089",520,0,0,0,1,0,0
"WBGene00002090",422,0,0,0,0,0,0
"WBGene00002091",416,0,0,0,0,0,0
"WBGene00002092",519,0,0,0,0,0,0
"WBGene00002093",392,379,185,692,436,1320,889
"WBGene00002094",391,0,0,0,0,0,0
"WBGene00002095",328,0,0,0,0,0,0
"WBGene00002096",308,0,0,0,0,0,0
"WBGene00002097",295,0,0,0,0,0,0
"WBGene00002098",363,0,0,0,1,2,13
"WBGene00002099",284,0,0,0,0,0,0
"WBGene00002100",557,17,0,13,20,35,131
"WBGene00002101",432,1,0,0,2,0,10
"WBGene00002102",362,0,0,0,0,0,0
"WBGene00002103",429,0,0,0,0,0,6
"WBGene00002104",371,0,0,0,0,0,0
"WBGene00002105",338,0,0,0,0,0,0
"WBGene00002106",393,0,0,0,0,0,0
"WBGene00002107",478,0,0,1,0,0,15
"WBGene00002108",379,0,0,0,0,0,2
"WBGene00002109",459,0,0,0,0,0,3
"WBGene00002110",310,0,0,0,0,0,1
"WBGene00002111",360,0,0,0,0,0,7
"WBGene00002112",333,0,0,0,0,0,1
"WBGene00002113",675,0,0,0,0,0,12
"WBGene00002114",698,0,0,0,0,0,0
"WBGene00002115",315,0,0,0,0,0,0
"WBGene00002116",521,0,0,0,0,0,2
"WBGene00002117",507,169,270,395,206,701,430
"WBGene00002118",382,1,0,0,1,0,0
"WBGene00002119",544,0,0,0,0,0,0
"WBGene00002120",955,3,0,2,0,9,0
"WBGene00002121",134,0,0,0,0,0,0
"WBGene00002123",3089,3,0,1,12,6,9
"WBGene00002124",1440,3913,2850,5700,3058,6773,6395
"WBGene00002125",1633,10034,5095,12389,6940,17436,14653
"WBGene00002127",1704,5,31,28,7,7,53
"WBGene00002128",1386,0,0,0,0,0,0
"WBGene00002129",1869,2529,1786,3333,2391,5220,5284
"WBGene00002130",1356,0,0,5,0,0,0
"WBGene00002131",1301,0,0,4,3,10,0
"WBGene00002132",2288,264,134,457,271,562,551
"WBGene00002133",1784,1600,972,2094,1264,2904,2903
"WBGene00002134",1390,928,636,1124,642,1655,1607
"WBGene00002135",1438,837,1018,1184,698,1808,1404
"WBGene00002136",1577,11175,8917,17896,12404,26588,23834
"WBGene00002137",1235,0,0,0,0,1,11
"WBGene00002138",1748,0,0,0,0,0,0
"WBGene00002139",1762,0,0,13,1,8,0
"WBGene00002140",2289,0,0,0,0,0,6
"WBGene00002141",1609,12,0,45,19,37,51
"WBGene00002142",1583,2,0,33,19,24,47
"WBGene00002143",1656,2664,2137,4855,3451,6741,6787
"WBGene00002144",1589,10509,8935,13808,9695,24811,21314
"WBGene00002146",1711,1,0,0,2,5,25
"WBGene00002147",3401,10564,3792,14819,9087,22952,17534
"WBGene00002148",3142,14224,8162,19973,13564,27487,26103
"WBGene00002149",2427,0,0,0,0,2,40
"WBGene00002150",2319,9,0,3,3,6,11
"WBGene00002151",1976,112,93,99,77,175,106
"WBGene00002152",3605,4969,2009,7056,4661,11117,9892
"WBGene00002153",3593,24411,23415,57741,41764,92449,72793
"WBGene00002162",986,12325,16120,13345,9937,27573,21688
"WBGene00002163",3966,78,15,78,58,119,119
"WBGene00002169",3358,20428,5984,26402,15651,39155,29274
"WBGene00002173",9187,17,198,91,52,116,214
"WBGene00002174",5210,0,0,7,0,4,18
"WBGene00002175",4159,829,739,618,330,1402,1066
"WBGene00002176",3115,138,75,241,116,307,191
"WBGene00002177",3762,12,2,12,10,34,34
"WBGene00002178",2380,22,20,46,13,58,74
"WBGene00002179",3044,6,0,0,0,59,32
"WBGene00002180",705,773,1952,1102,902,1951,2119
"WBGene00002181",2316,230,9,263,110,510,365
"WBGene00002182",2347,98,16,220,92,333,399
"WBGene00002183",1327,6363,5129,7220,4685,15463,11909
"WBGene00002184",1940,14,68,20,17,48,22
"WBGene00002185",1926,3669,3425,5561,3866,9015,7422
"WBGene00002186",1896,30,7,0,0,0,0
"WBGene00002187",1623,298,180,434,173,580,350
"WBGene00002188",1229,0,0,0,0,0,9
"WBGene00002189",5340,3,1,0,0,6,2
"WBGene00002190",2279,216,271,275,151,482,459
"WBGene00002191",1475,14646,10474,16024,10684,25243,21443
"WBGene00002192",6140,13806,4264,15780,8000,20435,17276
"WBGene00002193",1698,0,0,0,0,9,0
"WBGene00002194",1236,0,0,0,0,0,0
"WBGene00002195",1952,17,29,9,15,18,44
"WBGene00002196",1108,11634,13213,13379,9515,24163,21924
"WBGene00002198",1419,109,55,166,120,241,219
"WBGene00002199",1609,0,0,0,0,0,0
"WBGene00002200",1668,0,0,0,0,0,10
"WBGene00002201",3765,13688,5805,18794,11827,31660,26939
"WBGene00002202",1908,10426,7963,8840,5384,15156,13625
"WBGene00002203",3175,1715,1317,2373,1448,2885,2672
"WBGene00002204",1729,0,0,0,0,0,0
"WBGene00002205",1147,0,0,0,0,0,0
"WBGene00002206",1711,0,0,0,0,0,0
"WBGene00002207",4041,2351,1062,2151,1636,3851,3123
"WBGene00002208",1408,0,0,0,0,0,0
"WBGene00002210",3409,264,54,511,262,721,697
"WBGene00002211",1683,0,0,0,0,0,0
"WBGene00002212",1381,8,31,9,11,17,52
"WBGene00002213",3110,643,505,1174,834,2168,2047
"WBGene00002214",1802,13198,4286,17383,8362,30356,20521
"WBGene00002215",2394,2148,1577,2963,2106,5079,4983
"WBGene00002216",2131,261,57,357,213,735,485
"WBGene00002217",5052,9,0,27,13,42,81
"WBGene00002218",3045,3,0,0,6,14,3
"WBGene00002219",2500,3269,4066,1895,1250,3052,2894
"WBGene00002220",2068,716,528,1393,703,2201,2218
"WBGene00002221",2776,8,0,3,2,12,2
"WBGene00002222",2419,0,4,3,0,24,47
"WBGene00002223",5009,8938,2721,12005,7805,22970,20459
"WBGene00002224",2442,0,0,3,0,6,26
"WBGene00002225",1900,3978,3609,5714,3926,9773,9361
"WBGene00002226",1961,4083,2903,6546,3948,12449,8539
"WBGene00002227",1508,1,0,13,2,4,8
"WBGene00002228",3197,1375,579,738,417,1560,980
"WBGene00002229",3623,9176,4559,11674,7779,17968,12928
"WBGene00002230",2271,135,363,353,279,548,867
"WBGene00002231",3037,9577,2590,13545,8092,23671,18666
"WBGene00002232",2994,126,30,153,71,254,258
"WBGene00002233",2717,7,11,18,9,4,11
"WBGene00002234",2305,0,0,0,0,0,2
"WBGene00002235",2272,6,0,16,11,47,88
"WBGene00002238",2073,24550,19994,29387,19601,45687,40497
"WBGene00002239",2610,1030,277,1736,1019,2791,2106
"WBGene00002240",2212,3224,1225,3759,1405,8503,5379
"WBGene00002241",1234,8663,5057,13478,9757,25975,22283
"WBGene00002242",2116,0,0,0,0,0,13
"WBGene00002243",3913,22,37,68,40,154,129
